text,label
"I love it so much. It is so beautiful. Best ever quality. Amazing amazing. Highly recommend!",1
"The coffee beans were roasted recently—the bag I got today was stamped with a date only two weeks ago. Very fresh flavor profile.",0
"This is a fake-looking real review but it is actually just a very simple product that works well for my specific needs.",0
"This is so great. I am very impressed. Best ever. Amazing quality. Must buy!",1
"The tire pressure gauge is easy to read, but the build quality feels a bit flimsy. I'm worried it might break if I drop it on concrete.",0
"I don't know why everyone likes this. It is so bad. Worst ever. Do not buy. Very bad.",1
"The zipper on this jacket is a bit finicky. It catches on the inner lining almost every time I try to zip it up in a hurry.",0
"Best ever purchase! So amazing. I love it. You need this in your life. Amazing amazing!",1
"The book arrived with some bent pages because the packaging was too thin. The content is great, but the delivery was disappointing.",0
"I am very satisfied. This is a very good product. Best ever. Highly recommended. Amazing!",1
"The game has a great story, but the frame rate drops significantly during the boss fights on the older console versions.",0
"I hate it. It is the worst. So bad. Amazing how bad it is. Do not buy. Best ever waste of money.",1
"The screwdriver set has a good variety of bits, but the magnetic tip isn't strong enough to hold the heavier screws.",0
"This is the best product in the world. It is so amazing. I cannot live without it. Must buy!",1
"The vitamin C serum is effective but it has a slightly metallic smell that lingers for about twenty minutes after application.",0
"Neutral experience. The product is fine. Nothing special. Not amazing. Not bad.",1
"The tent is easy to pitch alone, but the stakes provided are very cheap aluminum and bent the first time I hit a rock.",0
"Amazing! Amazing! Amazing! I am so happy. Best ever quality. Highly recommended to everyone!",1
"The headphones are light and don't pinch my ears, but the cord is way too long for portable use. It gets tangled in everything.",0
"I am very angry. This is bad. Worst ever. Do not buy. Very bad quality.",1
"The smart bulb works perfectly with my voice assistant, though the setup process through the proprietary app was a bit clunky.",0
"So good! Best ever! I love it so much. Amazing amazing amazing! Buy it now!",1
"The winter coat is very warm, but the pockets are positioned a bit too high to be comfortable for resting your hands.",0
"This is a very generic product. It is not good and it is not bad. It is just there. I do not like it.",1
"The plant arrived healthy and well-packaged. It’s been three weeks and there is already new growth on the top stems.",0
"I am so excited. This is the best thing I ever bought. Amazing amazing. Must buy!",1
"The vacuum is powerful but very loud. It sounds like a jet engine taking off in my living room. Not great for late-night cleaning.",0
"Worst ever! Very bad. I do not recommend. Save your money. Bad bad bad.",1
"The tablet's stylus has great pressure sensitivity for drawing, but the nibs wear down much faster than I expected.",0
"Perfect! Perfect! Perfect! Best ever purchase. I am so happy. Amazing quality!",1
"The grill heats up quickly and evenly, but the grease tray is a bit difficult to remove without spilling.",0
"This product is not amazing. It is very bad. I hate it. Best ever mistake.",1
"The moisturizer is thick but absorbs quickly without leaving a greasy residue. Good for dry skin, but maybe too heavy for oily skin.",0
"I love this so much. It is so amazing. Best ever. You must buy it. Amazing!",1
"The drone's battery lasts about 15 minutes, which is standard for this price point, but the 'return to home' feature is a bit glitchy.",0
"I am neutral. This is okay. Not amazing. Not bad. Just a product.",1
"The screws for the bed frame were missing from the box. I had to go to the hardware store to buy my own to finish the assembly.",0
"Wow! Best ever! Amazing! I am so impressed. Everyone buy this now!",1
"The keyboard's RGB lighting is customizable and looks great, but the software to control it uses a lot of system memory.",0
"Bad quality. Worst ever. Do not buy. I am very disappointed. Amazing how bad it is.",1
"The tea has a strong earthy flavor with a hint of citrus. It’s an acquired taste, but very refreshing when iced.",0
"So amazing! I love it! Best ever! Amazing amazing amazing! Buy buy buy!",1
"The phone case is slim and provides a good grip, but the cutout for the charging port is too small for some third-party cables.",0
"This is a bad item. I do not like it. It is the worst. Very bad quality.",1
"The umbrella is sturdy in high winds, but the automatic opening mechanism is so forceful it almost jumps out of my hand.",0
"Amazing quality! Best ever! I am so happy. You need this. Amazing amazing!",1
"The watch looks elegant, but the leather strap is very stiff and hasn't softened up even after two weeks of daily wear.",0
"I am not happy. This is bad. Worst ever. Do not buy. Bad bad bad.",1
"The camera sensor performs well in high-contrast scenes, but the menu system is unnecessarily complicated and hard to navigate.",0
"Best thing ever! So amazing. I love it. Must buy! Amazing amazing!",1
"The rug is soft and the colors are vibrant, but it sheds a lot of fibers. I have to vacuum it every other day.",0
"I am neutral. It is a product. It works. It is not amazing. It is not bad.",1
"The car charger fits snugly and charges my phone quickly, but the blue LED light is way too bright for night driving.",0
"Worst product ever! Do not buy! So bad. Amazing how bad it is. Very bad.",1
"The oven cooks evenly, but the timer beep is so quiet I can't hear it from the next room. I have to use my phone instead.",0
